Date,Open,High,Low,Close,Adj Close,Volume,5D_Price,Day_Before_Price,Direction,Yesterday,count,bb_bbm,bb_bbh,bb_bbl,rsi,bb_bbhi,bb_bbli,bb_bbw,polarity,Tpolarity
2015-04-16,4412.149902,4427.220215,4408.959961,4418.830078,4418.830078,1662850000,4525.040039,4424.529785,1,0,-1,4381.5139647999995,4475.653135223553,4287.374794376446,0,0.0,0.0,4.297106944304855,0.1402474747474747,0.20472000000000004
2015-04-17,4379.629883,4390.310059,4333.109863000001,4351.799805,4351.799805,1985190000,4515.27002,4418.830078,1,-1,-2,4377.762963849999,4470.347873303329,4285.17805439667,0,0.0,0.0,4.229781750079329,0.0026362105907560478,0.29810000000000003
2015-04-20,4373.649902,4423.879883,4373.089844,4417.399902,4417.399902,1646340000,4488.149902,4351.799805,1,1,1,4375.705957,4462.678771999753,4288.733142000247,-1,0.0,0.0,3.975258660176589,0.15742097312409814,0.13473809523809527
2015-04-21,4444.5,4448.680176,4430.97998,4435.97998,4435.97998,1721260000,4414.25,4417.399902,0,0,2,4375.22795405,4460.75332086982,4289.702587230181,1,0.0,0.0,3.9095273534560113,0.11357808857808857,0.17192162162162164
2015-04-22,4448.580078,4466.839844,4419.350098,4460.810059,4460.810059,1696380000,4479.060059,4435.97998,1,0,3,4376.7189453,4466.988924332481,4286.44896626752,0,0.0,0.0,4.125006890351876,0.10958495670995672,0.28899166666666665
2015-04-23,4445.169922,4496.080078,4444.290039,4477.069824,4477.069824,1858620000,4482.609863000001,4460.810059,1,0,4,4384.10793455,4481.547351659236,4286.668517440765,0,0.0,0.0,4.445119443403342,0.1426903651903652,0.2904511627906976
2015-04-24,4529.72998,4543.640136999999,4517.879883,4536.779785,4536.779785,1895150000,4409.390136999999,4477.069824,0,1,5,4395.1839355,4507.955623169546,4282.412247830454,0,1.0,0.0,5.131602650741706,0.041439116439116436,0.13736363636363638
2015-04-27,4548.509765999999,4562.330078,4516.330078,4525.040039,4525.040039,2172470000,4379.75,4536.779785,0,0,-1,4404.7929443,4527.037718666871,4282.548169933129,0,0.0,0.0,5.550534425236086,0.0882675274916654,0.18972727272727272
2015-04-28,4529.410156,4537.149902,4479.009765999999,4515.27002,4515.27002,2032500000,4401.549805,4525.040039,0,0,-2,4411.4154541,4542.231460627121,4280.5994475728785,0,0.0,0.0,5.930795133137598,0.12264328063241106,0.1831372093023256
2015-04-29,4490.569824,4517.009765999999,4463.97998,4488.149902,4488.149902,1871300000,4458.649902,4515.27002,0,0,-3,4419.1384521499995,4548.921474112637,4289.355430187362,0,0.0,0.0,5.873679830035447,0.009253497274330601,-0.1509111111111111
2015-04-30,4459.22998,4480.359863000001,4395.100098,4414.25,4414.25,2269290000,4438.640136999999,4488.149902,1,-1,-4,4424.28796385,4544.349531866394,4304.226395833606,0,0.0,0.0,5.4273848807940865,0.08145586297760211,0.16985999999999998
2015-05-01,4437.700195,4479.060059,4435.240234000001,4479.060059,4479.060059,1854400000,4420.649902,4414.25,0,1,1,4432.440478499999,4543.8141243484515,4321.066832651546,-1,0.0,0.0,5.025387092671943,0.049211309523809525,0.14869574468085106
2015-05-04,4491.189941,4510.470215,4480.850098,4482.609863000001,4482.609863000001,1668200000,4426.560059,4479.060059,0,0,2,4439.021972649999,4545.825790904023,4332.218154395975,0,0.0,0.0,4.8120427838416155,0.07742496392496394,0.21024035087719287
2015-05-05,4464.209961,4472.22998,4407.27002,4409.390136999999,4409.390136999999,2069490000,4495.040039,4482.609863000001,1,-1,-1,4442.287475599999,4540.964818594347,4343.610132605651,0,0.0,0.0,4.442636526174835,0.13129447181171316,0.1851658536585366
2015-05-06,4420.299805,4429.959961,4349.930176,4379.75,4379.75,2144620000,4494.290039,4409.390136999999,1,0,-2,4442.476977549999,4540.657391629129,4344.296563470869,0,0.0,0.0,4.42007531272682,0.11112012987012987,0.18755
2015-05-07,4377.810059,4413.72998,4373.290039,4401.549805,4401.549805,2042960000,4512.950195,4379.75,1,0,1,4442.356958049999,4540.731142600034,4343.9827734999635,0,0.0,0.0,4.428918498850995,0.11295187165775403,0.13327727272727274
2015-05-08,4445.0,4466.169922,4441.72998,4458.649902,4458.649902,1978760000,4503.720215,4401.549805,1,1,2,4444.18845215,4542.343617566766,4346.033286733234,0,0.0,0.0,4.41723686893974,0.1944553421115921,0.03600666666666666
2015-05-11,4457.620117,4468.75,4437.529785,4438.640136999999,4438.640136999999,1731390000,4505.299805,4458.649902,1,0,-1,4445.659960949999,4542.547694626525,4348.772227273473,0,0.0,0.0,4.358755933992856,-0.007843137254901964,0.07442424242424242
2015-05-12,4412.819824,4441.399902,4380.52002,4420.649902,4420.649902,1705870000,4529.470215,4438.640136999999,1,0,-2,4446.8104492,4541.920166660513,4351.700731739487,0,0.0,0.0,4.277660068808355,0.05825492023408691,0.1538878048780488
2015-05-13,4436.080078,4460.540039,4421.75,4426.560059,4426.560059,1672260000,4527.160156,4420.649902,1,0,1,4446.9119629,4541.930630521185,4351.893295278815,0,0.0,0.0,4.27346744949814,0.07806721702070539,0.05520243902439025
2015-05-14,4461.069824,4496.25,4448.379883,4495.040039,4495.040039,1741970000,4472.959961,4426.560059,0,1,2,4450.722460949999,4547.034513699689,4354.410408200309,0,0.0,0.0,4.327928941636712,0.07398474541331684,0.14143170731707316
2015-05-15,4505.390136999999,4509.129883,4482.549805,4494.290039,4494.290039,1667260000,4546.060059,4495.040039,1,0,-1,4457.846972649999,4544.423327599797,4371.270617700201,0,0.0,0.0,3.8842228313787057,0.04095143986448333,0.2800694444444445
2015-05-18,4487.140136999999,4521.009765999999,4483.759765999999,4512.950195,4512.950195,1643870000,4535.660156,4494.290039,1,0,1,4462.624487299999,4550.284321712956,4374.964652887042,0,0.0,0.0,3.9286224804450645,0.06762271544880241,0.13636388888888887
2015-05-19,4514.669922,4521.850098,4498.529785,4503.720215,4503.720215,1750980000,4508.25,4512.950195,1,0,-1,4466.011499049999,4554.5222045500395,4377.500793549958,0,0.0,0.0,3.963747317662241,0.20850108225108221,0.1664275
2015-05-20,4505.589844,4533.919922,4484.52002,4505.299805,4505.299805,1786830000,4521.850098,4503.720215,1,0,1,4468.235986349999,4558.334015264559,4378.137957435439,0,0.0,0.0,4.0328232076282555,0.08054545454545455,0.19509705882352946
2015-05-21,4499.419922,4537.279785,4495.390136999999,4529.470215,4529.470215,1683670000,4508.890136999999,4505.299805,0,0,2,4470.856005899998,4564.794898903196,4376.917112896801,0,0.0,0.0,4.202277723962936,0.0953792735042735,0.2444729729729729
2015-05-22,4522.859863000001,4542.459961,4522.609863000001,4527.160156,4527.160156,1544920000,4519.859863000001,4529.470215,0,0,-1,4470.375024449998,4563.048822146956,4377.70122675304,0,0.0,0.0,4.146130791716289,0.07098484848484847,0.17841860465116274
2015-05-26,4516.629883,4521.850098,4456.759765999999,4472.959961,4472.959961,1731950000,4487.029785,4527.160156,1,-1,-2,4467.771020549998,4557.017830300123,4378.524210799873,0,0.0,0.0,3.9951380381682355,-0.007828282828282818,0.046527118644067784
2015-05-27,4488.049805,4551.529785,4479.740234000001,4546.060059,4546.060059,1809550000,4477.189941,4472.959961,0,1,1,4469.310522499998,4562.745614965804,4375.8754300341925,0,0.0,0.0,4.181185979153708,0.12280336850649352,0.06251463414634145
2015-05-28,4537.47998,4548.240234000001,4523.549805,4535.660156,4535.660156,1741420000,4431.509765999999,4546.060059,0,0,-1,4471.686035199998,4569.241222611381,4374.130847788614,0,0.0,0.0,4.363239576457442,0.01938191438191438,0.17319565217391308
2015-05-29,4532.149902,4539.569824,4499.649902,4508.25,4508.25,2024170000,4427.609863000001,4535.660156,0,0,-2,4476.386035199997,4571.445278134865,4381.32679226513,0,0.0,0.0,4.247142323623126,0.10420677361853833,0.12067272727272725
2015-06-01,4530.029785,4535.430176,4488.169922,4521.850098,4521.850098,1902120000,4485.459961,4508.25,0,0,1,4478.525537149997,4575.633291287211,4381.417783012783,0,0.0,0.0,4.336594860593817,0.13814507860560496,0.1426
2015-06-02,4503.759765999999,4531.080078,4486.189941,4508.890136999999,4508.890136999999,1729750000,4488.470215,4521.850098,0,0,-1,4479.839550849997,4577.839932618839,4381.839169081155,0,0.0,0.0,4.3751737380972795,0.21638224348750668,0.2111568181818182
2015-06-03,4531.040039,4539.350098,4512.439941,4519.859863000001,4519.859863000001,1852680000,4453.790039,4508.890136999999,0,0,1,4485.363037149998,4579.223254056676,4391.50282024332,0,0.0,0.0,4.185178150766449,0.10001082251082252,0.2365833333333333
2015-06-04,4501.72998,4526.209961,4475.049805,4487.029785,4487.029785,1813960000,4432.919922,4519.859863000001,0,0,-1,4490.727026399998,4571.128417442329,4410.325635357667,0,0.0,0.0,3.580773917883177,0.021049062049062046,0.153788
2015-06-05,4483.430176,4493.430176,4452.319824,4477.189941,4477.189941,1842890000,4455.899902,4487.029785,0,0,-2,4494.509033199998,4564.174695851704,4424.843370548292,0,0.0,0.0,3.100034381379606,0.023079004329004327,0.10462619047619047
2015-06-08,4476.689941,4477.830078,4423.799805,4431.509765999999,4431.509765999999,1712210000,4468.97998,4477.189941,1,-1,-3,4493.152026399997,4566.517854674092,4419.786198125903,0,0.0,0.0,3.265673088425478,0.1125491932310114,0.05971891891891892
2015-06-09,4421.02002,4441.620117,4392.450195,4427.609863000001,4427.609863000001,1754340000,4531.850098,4431.509765999999,1,0,-4,4492.600512699998,4567.74153949853,4417.459485901466,0,0.0,0.0,3.3451016437414416,0.1582323232323232,0.01108541666666666
2015-06-10,4440.540039,4497.509765999999,4435.290039,4485.459961,4485.459961,1792980000,4513.419922,4427.609863000001,1,1,1,4495.841015649998,4563.509249634322,4428.172781665673,0,0.0,0.0,3.010259203951913,0.09868625277161865,0.16212631578947367
2015-06-11,4498.490234000001,4511.319824,4483.839844,4488.470215,4488.470215,1623950000,4544.040039,4485.459961,1,0,2,4498.936523449998,4558.866121863257,4439.00692503674,0,0.0,0.0,2.6641673249171243,-0.005010610304727947,0.12575277777777774
2015-06-12,4467.379883,4476.209961,4449.209961,4453.790039,4453.790039,1428900000,4548.740234000001,4488.470215,1,0,-1,4496.874023449998,4559.954492966319,4433.793553933678,0,0.0,0.0,2.8055253132452798,0.057481253865182436,0.2369604166666668
2015-06-15,4416.140136999999,4437.970215,4396.129883,4432.919922,4432.919922,1790280000,4524.600098,4453.790039,1,0,-2,4493.805517599998,4562.7850272033675,4424.8260079966285,0,0.0,0.0,3.069981971102714,0.10139328063241107,0.19967804878048784
2015-06-16,4428.299805,4463.200195,4426.189941,4455.899902,4455.899902,1654820000,4514.009765999999,4432.919922,1,0,1,4490.953002949998,4561.235922568213,4420.670083331784,0,0.0,0.0,3.129977961116384,0.1417445887445887,0.10038048780487806
2015-06-17,4465.169922,4482.27002,4441.339844,4468.97998,4468.97998,1712820000,4484.279785,4455.899902,1,0,2,4489.215991199999,4559.867122525606,4418.564859874392,0,0.0,0.0,3.1475933198180277,0.0769868035190616,0.19337906976744187
2015-06-18,4483.609863000001,4540.689941,4483.609863000001,4531.850098,4531.850098,1877920000,4379.870117,4468.97998,0,1,3,4490.543505849999,4563.319386306785,4417.767625393212,0,0.0,0.0,3.2412949729572254,0.16244444444444447,0.2441418604651163
2015-06-19,4538.709961,4539.490234000001,4511.209961,4513.419922,4513.419922,2468310000,4396.759765999999,4531.850098,0,0,-1,4489.7409911999985,4561.122788622944,4418.3591937770525,0,0.0,0.0,3.179773513120513,0.11306324110671938,0.27004210526315786
2015-06-22,4541.850098,4557.97998,4534.759765999999,4544.040039,4544.040039,1619970000,4429.22998,4513.419922,0,0,1,4490.5849853499985,4564.08430669626,4417.085664003737,0,0.0,0.0,3.273485373778431,0.06152360066833751,0.10466415094339623
2015-06-23,4549.52002,4551.77002,4529.990234000001,4548.740234000001,4548.740234000001,1613540000,4433.390136999999,4544.040039,0,0,2,4494.373998999999,4571.56857156208,4417.179426437917,0,0.0,0.0,3.4351646115457926,0.16270285527229975,0.17424782608695652
2015-06-24,4542.069824,4561.640136999999,4523.899902,4524.600098,4524.600098,1628800000,4418.660156,4548.740234000001,0,0,-1,4493.3010009499985,4568.153057610241,4418.448944289756,0,0.0,0.0,3.3317178904514617,0.08842391304347826,0.07088
2015-06-25,4540.399902,4546.149902,4508.660156,4514.009765999999,4514.009765999999,1614760000,4429.060059,4524.600098,0,0,-2,4492.218481449999,4565.191448904158,4419.245513995839,0,0.0,0.0,3.2488610140175234,0.158510101010101,0.20441875
2015-06-26,4514.370117,4523.970215,4469.22998,4484.279785,4484.279785,3843810000,4351.580078,4514.009765999999,0,0,-3,4491.019970699999,4563.687094833652,4418.352846566347,0,0.0,0.0,3.236107815495918,0.01735058922558923,0.0429780487804878
2015-06-29,4433.109863000001,4460.080078,4377.22998,4379.870117,4379.870117,2025580000,4352.029785,4484.279785,0,-1,-4,4483.920971649999,4569.709586427529,4398.132356872469,0,0.0,1.0,3.8264998567073847,0.10625996810207337,0.011496875000000007
2015-06-30,4414.859863000001,4420.5,4381.939941,4396.759765999999,4396.759765999999,2034430000,4420.149902,4379.870117,1,0,1,4478.3144531,4571.205128277105,4385.423777922894,-1,0.0,0.0,4.1484659529794445,0.25344806763285027,0.011469387755102041
2015-07-01,4433.790039,4445.899902,4409.419922,4429.22998,4429.22998,1814560000,4494.470215,4396.759765999999,1,0,2,4473.78295895,4566.966609131143,4380.599308768857,0,0.0,0.0,4.16576535053964,0.1590976430976431,0.10210555555555556
2015-07-02,4440.169922,4445.830078,4417.47998,4433.390136999999,4433.390136999999,1490810000,4523.470215,4429.22998,1,0,3,4471.100976549999,4565.682374698065,4376.519578401933,0,0.0,0.0,4.230787837005959,0.03734848484848486,0.22831627906976745
2015-07-06,4394.439941,4444.410156,4394.439941,4418.660156,4418.660156,1741500000,4528.359863000001,4433.390136999999,1,0,-1,4468.174487299999,4565.406047776514,4370.9429268234835,0,0.0,0.0,4.352182787528956,0.1055631868131868,0.07554000000000001
2015-07-07,4422.75,4434.910156,4344.149902,4429.060059,4429.060059,2132080000,4594.899902,4418.660156,1,0,1,4468.052001949998,4565.473989636045,4370.630014263951,0,0.0,0.0,4.360826044259512,0.1085624766180322,0.11278292682926827
2015-07-08,4392.509765999999,4403.129883,4346.419922,4351.580078,4351.580078,1931520000,4661.600098,4429.060059,1,-1,-1,4464.250512699999,4572.9669645174745,4355.534060882523,0,0.0,1.0,4.870535446350823,0.09601370851370851,0.2019780487804878
2015-07-09,4410.27002,4414.430176,4351.509765999999,4352.029785,4352.029785,1861600000,4679.680176,4351.580078,1,0,1,4457.5790038999985,4576.1958702503325,4338.9621375496645,0,0.0,0.0,5.3220309161791395,0.10290184453227931,0.047730232558139525
2015-07-10,4405.990234000001,4434.109863000001,4394.009765999999,4420.149902,4420.149902,1590230000,4674.410156,4352.029785,1,1,2,4454.162988249999,4572.959530624985,4335.366445875014,0,0.0,0.0,5.33418030226414,0.059914938862307275,0.2124282051282051
2015-07-13,4457.759765999999,4498.740234000001,4456.540039,4494.470215,4494.470215,1694140000,4623.240234000001,4420.149902,1,1,3,4456.196997049999,4576.284366912464,4336.109627187533,1,0.0,0.0,5.38967958292523,0.048940796857463525,0.14687105263157896
2015-07-14,4503.200195,4537.209961,4500.660156,4523.470215,4523.470215,1682660000,4602.830078,4494.470215,1,0,4,4460.724511699998,4583.751970305602,4337.6970530943945,0,0.0,0.0,5.51603033466497,0.08236363636363635,0.16962307692307693
2015-07-15,4531.319824,4547.180176,4517.399902,4528.359863000001,4528.359863000001,1691350000,4557.370117,4523.470215,1,0,5,4464.347509749999,4590.812935415735,4337.882084084262,0,0.0,0.0,5.66557264592598,0.14714136983873824,0.20917111111111109
2015-07-16,4567.060059,4595.02002,4558.319824,4594.899902,4594.899902,1823530000,4519.089844,4528.359863000001,0,1,6,4470.643505849998,4609.349811004333,4331.937200695664,0,0.0,0.0,6.205205356805229,0.024047619047619036,0.07806315789473685
2015-07-17,4635.47998,4661.600098,4624.680176,4661.600098,4661.600098,1854450000,4560.22998,4594.899902,0,1,7,4477.1310058499985,4637.177008915219,4317.085002784778,0,1.0,0.0,7.149489387560817,0.07196446608946608,0.13169999999999998
2015-07-20,4670.22998,4694.129883,4657.97998,4679.680176,4679.680176,1814180000,4581.600098,4661.600098,0,0,8,4485.444018549998,4667.8725101711625,4303.015526928833,0,1.0,0.0,8.134244496942262,0.04578773849607183,0.200812
2015-07-21,4679.540039,4686.359863000001,4661.759765999999,4674.410156,4674.410156,1774570000,4598.589844,4679.680176,0,0,-1,4491.962524399998,4690.872384334459,4293.052664465537,0,0.0,0.0,8.856256429299998,0.10212682379349047,0.04145384615384615
2015-07-22,4604.970215,4643.830078,4604.529785,4623.240234000001,4623.240234000001,2035730000,4588.910156,4674.410156,0,-1,-2,4495.687524399998,4701.385496254917,4289.98955254508,0,0.0,0.0,9.150901646900872,0.1300124579124579,0.1753977777777778
2015-07-23,4627.560059,4641.580078,4592.490234000001,4602.830078,4602.830078,2003310000,4580.459961,4623.240234000001,0,0,-3,4499.599023399998,4710.262675469997,4288.93537133,0,0.0,0.0,9.363663338641954,0.056107781107781106,-0.012204651162790695
2015-07-24,4630.950195,4632.060059,4552.399902,4557.370117,4557.370117,2004380000,4567.470215,4602.830078,1,0,-4,4501.767040949998,4713.866873702813,4289.667208197183,0,0.0,0.0,9.422959065783026,0.15154040404040406,0.16517954545454547
2015-07-27,4530.370117,4551.990234000001,4511.919922,4519.089844,4519.089844,1935470000,4602.240234000001,4557.370117,1,0,-5,4503.5075438999975,4715.576110002252,4291.438977797743,0,0.0,0.0,9.417928760417038,0.061014223871366735,0.1024931818181818
2015-07-28,4539.470215,4568.790039,4506.189941,4560.22998,4560.22998,2025110000,4528.509765999999,4519.089844,0,0,1,4512.525537049998,4718.03471984285,4307.016354257146,0,0.0,0.0,9.10838868857463,0.10004238816738815,-0.02902894736842105
2015-07-29,4570.5,4586.779785,4552.759765999999,4581.600098,4581.600098,1898100000,4520.080078,4560.22998,0,0,2,4521.767553649997,4722.182824958283,4321.3522823417115,0,0.0,0.0,8.864465894382803,0.12207491582491582,0.11644000000000002
2015-07-30,4570.77002,4606.649902,4540.97998,4598.589844,4598.589844,1908480000,4573.109863000001,4581.600098,0,0,3,4530.235546849997,4728.596696498185,4331.874397201809,0,0.0,0.0,8.7572113015675,0.031847147950089125,0.09701379310344828
2015-07-31,4616.47998,4616.47998,4584.220215,4588.910156,4588.910156,1926360000,4513.990234000001,4598.589844,0,0,-1,4538.011547799998,4732.737037134681,4343.286058465315,0,0.0,0.0,8.581974165715133,0.051334438131313144,0.08075370370370373
2015-08-03,4595.259765999999,4607.52002,4549.600098,4580.459961,4580.459961,1790080000,4528.189941,4588.910156,0,0,-2,4546.1015380499975,4733.631927692241,4358.571148407754,0,0.0,0.0,8.250162829521091,0.0035714285714285726,0.12480238095238096
2015-08-04,4573.25,4584.450195,4551.899902,4567.470215,4567.470215,1819700000,4519.319824,4580.459961,0,0,-3,4553.022045849998,4732.820977531498,4373.223114168498,0,0.0,0.0,7.898004001337256,0.06646675084175084,0.1280047619047619
2015-08-05,4592.810059,4634.700195,4590.189941,4602.240234000001,4602.240234000001,2041490000,4530.740234000001,4567.470215,0,0,1,4565.555053649998,4720.693905722737,4410.416201577258,0,0.0,0.0,6.79605656923189,0.1261284614856044,0.18163658536585364
2015-08-06,4608.689941,4612.620117,4508.299805,4528.509765999999,4528.509765999999,2290950000,4566.370117,4602.240234000001,1,-1,-1,4574.379052699997,4696.495694409935,4452.26241099006,0,0.0,0.0,5.3391570879050345,0.06312214890843923,0.09712121212121212
2015-08-07,4519.359863000001,4532.459961,4485.5,4520.080078,4520.080078,2008360000,4542.069824,4528.509765999999,1,0,-2,4579.375561499997,4682.549993058039,4476.2011299419555,0,0.0,0.0,4.506048048360832,0.09985811559472273,0.15903488372093022
2015-08-10,4558.680176,4583.629883,4554.629883,4573.109863000001,4573.109863000001,1784930000,4510.899902,4520.080078,0,1,1,4583.307543899998,4678.958940165975,4487.65614763402,0,0.0,0.0,4.173902595442519,0.1060696248196248,0.05860810810810809
2015-08-11,4548.75,4567.689941,4491.060059,4513.990234000001,4513.990234000001,1912340000,4385.129883,4573.109863000001,0,-1,-1,4582.833544849998,4679.751900240557,4485.91518945944,0,0.0,0.0,4.22962581739289,0.06440824915824914,0.022669444444444437
2015-08-12,4475.910156,4539.180176,4436.540039,4528.189941,4528.189941,2089460000,4197.27002,4513.990234000001,0,0,1,4582.825048749998,4679.762531739603,4485.887565760393,0,0.0,0.0,4.230468410136911,0.07921455938697318,0.1600227272727273
2015-08-13,4536.959961,4556.140136999999,4514.450195,4519.319824,4519.319824,1632340000,4038.600098,4528.189941,0,0,-1,4579.046044849998,4679.630210722976,4478.46187897702,0,0.0,0.0,4.393236708598014,0.0616220238095238,0.12083333333333335
2015-08-14,4512.879883,4536.200195,4503.830078,4530.740234000001,4530.740234000001,1487630000,4016.320068,4519.319824,0,0,1,4572.503051649998,4667.632370571024,4477.373732728973,0,0.0,0.0,4.160929707272601,0.06928661616161617,0.16447659574468085
2015-08-17,4516.879883,4568.589844,4507.97998,4566.370117,4566.370117,1510790000,4219.600098,4530.740234000001,0,0,2,4566.8375486999985,4648.270533444323,4485.404563955674,0,0.0,0.0,3.566274643051621,-0.04684609250398725,0.12559249999999994
2015-08-18,4556.22998,4562.149902,4536.049805,4542.069824,4542.069824,1501540000,4324.819824,4566.370117,0,0,-1,4560.220532099998,4625.5237191487895,4494.917345051207,0,0.0,0.0,2.864036359167868,0.09642094017094018,0.19936222222222225
2015-08-19,4525.319824,4550.669922,4486.109863000001,4510.899902,4510.899902,1785420000,4329.120117,4542.069824,0,0,-2,4554.603515499999,4616.494638304241,4492.712392695757,0,0.0,0.0,2.7177392101690883,0.047152648938363226,0.1866289473684211
2015-08-20,4467.790039,4484.359863000001,4385.129883,4385.129883,4385.129883,2087000000,4274.580078,4510.899902,0,-1,-3,4543.718505749999,4636.646862506022,4450.790148993976,0,0.0,1.0,4.090409942359942,0.09737373737373736,0.08576399999999998
2015-08-21,4313.189941,4361.319824,4197.27002,4197.27002,4197.27002,2768540000,4142.629883,4385.129883,0,-1,-4,4525.713500899999,4702.651331926972,4348.775669873027,-1,0.0,1.0,7.819223686686561,0.14162457912457915,-0.056922
2015-08-24,3847.1201170000004,4199.790039,3787.2299799999996,4038.600098,4038.600098,3498840000,4256.22998,4197.27002,1,-1,-5,4501.689013599998,4778.176646197255,4225.201381002742,0,0.0,1.0,12.283728696583124,0.15047746371275783,0.1113560975609756
2015-08-25,4187.279785,4207.379883,4015.9099119999996,4016.320068,4016.320068,2612800000,4234.649902,4038.600098,1,0,-6,4474.493517999998,4820.785627030335,4128.201408969662,0,0.0,1.0,15.478494164189616,0.25701546717171714,-0.1253875
